Genus,Species,Brain mass (g),Body mass (g)
Uria,aalge,4.95,934.5
Uria,aalge,5.631,1184
Uria,aalge,4.903,714
Uria,aalge,4.36,633
Uria,aalge,4.193,586
Uria,aalge,4.55,630.5
Uria,aalge,5.023,1025
Uria,aalge,5.12,1015.5
Ciconia,abdimii,7.3,950
Deroptyus,accipitrinus,8.9,232.6
Calidris,acuminata,0.862,65.496
Anas,acuta,4.9548,670
Anas,acuta,5.241,1480
Poephila,acuticauda,0.481,12.826
Troglodytes,aedon,0.45,12.2
Troglodytes,aedon,0.6,12.1
Alopochen,aegyptiaca,7.64,1935
Pluvianus,aegyptius,1.15,60.3
Circus,aeruginosus,5.347,335
Circus,aeruginosus,5.619,545
Circus,aeruginosus,5.953,540
Amazona,aestiva,6.738,431.13
Amazona,aestiva,6.98,203
Amazona,aestiva,8.98,393.5
Amazona,aestiva,7.449,376.76
Amazona,aestiva,7.98,382.4
Amazona,aestiva,7.6,261.3
Amazona,aestiva,7.7,288.6
Amazona,aestiva,8.911,408.64
Turtur,afer,0.7,57.6
Euplectes,afer,0.612,10.485
Euplectes,afer,0.742,15.137
Mycerobas,affinis,1.839,59.618
Mycerobas,affinis,1.759,49.861
Mycerobas,affinis,1.55,61.98
Gyps,africanus,19.6,5270
Actophilornis,africanus,1.35,88
Phrygilus,alaudinus,0.7,16.6
Phrygilus,alaudinus,0.763,19.925
Motacilla,alba,0.52,18.3
Motacilla,alba,0.521,19.259
Motacilla,alba,0.54,19.6
Motacilla,alba,0.45,20
Motacilla,alba,0.66,22.2
Motacilla,alba,0.548,22.569
Motacilla,alba,0.569,18.373
Motacilla,alba,0.524,23.666
Motacilla,alba,0.524,23.666
Motacilla,alba,0.5,20
Motacilla,alba,0.555,22.913
Motacilla,alba,0.566,20.241
Motacilla,alba,0.538,20.635
Motacilla,alba,0.441,21.096
Motacilla,alba,0.7,20.7
Motacilla,alba,0.61,19.2
Motacilla,alba,0.574,21.725
Motacilla,alba,0.582,21.577
Motacilla,alba,0.71,20.9
Motacilla,alba,0.53,20.9
Cacatua,alba,11.138,334.5
Tyto,alba,5.425,277.596
Tyto,alba,5.813,276.135
Tyto,alba,5.389,181.102
Tyto,alba,5.843,306.645
Tyto,alba,5.843,306.645
Tyto,alba,6.605,205.056
Tyto,alba,4.916,209.582
Tyto,alba,5.774,288
Tyto,alba,5.488,253.446
Tyto,alba,5.1,225.098
Tyto,alba,6.586,200.474
Tyto,alba,5.298,324.123
Tyto,alba,6.554,338.58
Tyto,alba,5.322,188.829
Tyto,alba,5.628,218.277
Tyto,alba,5.646,226.5
Tyto,alba,5.21,227.43
Tyto,alba,5.759,227
Tyto,alba,5.786,234.35
Tyto,alba,4.816,304.781
Tyto,alba,5.816,197.416
Tyto,alba,5.512,235.359
Tyto,alba,5.49,289
Tyto,alba,5.49,289
Tyto,alba,4.728,241.807
Tyto,alba,5.226,296.529
Tyto,alba,5.217,271
Tyto,alba,5.316,215.5
Tyto,alba,5.018,290.594
Tyto,alba,5.42,268
Tyto,alba,6.106,204.536
Tyto,alba,5.219,224.053
Tyto,alba,5.569,211.208
Tyto,alba,5.135,258.02
Tyto,alba,5.723,225.63
Tyto,alba,5.109,202.079
Tyto,alba,5.966,230.931
Tyto,alba,6.139,285.516
Tyto,alba,6.053,219.439
Tyto,alba,5.465,224
Tyto,alba,5.616,249.176
Tyto,alba,5.264,232.559
Tyto,alba,5.497,245.464
Tyto,alba,5.481,224.779
Tyto,alba,5.971,234.44
Tyto,alba,5.768,241.285
Tyto,alba,6.096,217
Tyto,alba,6.229,236.92
Tyto,alba,5.483,228.833
Tyto,alba,6.229,368.69
Tyto,alba,5.35,242.4
Tyto,alba,5.05,263.8
Tyto,alba,6.012,243.671
Tyto,alba,5.959,248.911
Tyto,alba,4.579,224.471
Tyto,alba,5.995,222.2
Tyto,alba,5.708,225.369
Tyto,alba,5.341,218.144
Tyto,alba,5.108,244.5
Tyto,alba,6.203,241.005
Tyto,alba,4.75,304
Tyto,alba,6.896,302.521
Tyto,alba,5.256,218.032
Tyto,alba,6.166,226.122
Tyto,alba,6.159,226.116
Tyto,alba,6.359,216.865
Tyto,alba,5.968,203.938
Tyto,alba,5.6,298
Tyto,alba,4.556,328.525
Tyto,alba,5.652,260.7
Tyto,alba,5.573,229.7
Tyto,alba,6.04,224.9
Tyto,alba,5.469,212.533
Tyto,alba,5.543,207.837
Tyto,alba,5.664,214.028
Tyto,alba,6.565,279
Tyto,alba,5.68,225.9
Tyto,alba,5.675,231.55
Tyto,alba,5.453,221.425
Tyto,alba,5.25,311.5
Tyto,alba,6.347,308.143
Tyto,alba,5.394,296
Tyto,alba,4.727,311.996
Tyto,alba,6.063,267.432
Tyto,alba,5.85,310.6
Tyto,alba,5.133,202.81
Tyto,alba,5.399,316.348
Tyto,alba,5.399,316.348
Tyto,alba,5.93,309.2
Tyto,alba,6.824,208.771
Tyto,alba,5.686,212.306
Tyto,alba,5.514,185.785
Tyto,alba,5.378,303.746
Tyto,alba,6.3,230.1
Tyto,alba,6.23,243.127
Tyto,alba,7,300.7
Tyto,alba,5.846,213.964
Tyto,alba,5.739,259.841
Tyto,alba,5.909,285.543
Tyto,alba,5.952,242.675
Tyto,alba,5.652,209.866
Tyto,alba,5.198,218
Tyto,alba,5.722,214.74
Tyto,alba,6.18,209.586
Tyto,alba,5.334,198.918
Tyto,alba,5.904,230.901
Tyto,alba,6.179,220.208
Tyto,alba,5.441,197.405
Tyto,alba,6.7,405
Tyto,alba,8,419
Zonotrichia,albicollis,1.07,31.6
Amazona,albifrons,5.736,219.22
Amazona,albifrons,4.69,129
Melithreptus,albogularis,0.779,22.172
Casmerodius,albus,6.12,1030
Megaceryle,alcyon,2.384,166.486
Polytelis,alexandrae,2.984,83.9
Polytelis,alexandrae,2,83.5
Polytelis,alexandrae,2,102.484
Polytelis,alexandrae,2.8,99.6
Polytelis,alexandrae,3.69,98.05
Polytelis,alexandrae,3.001,110.277
Polytelis,alexandrae,3.021,101.4
Polytelis,alexandrae,2.92,106.9
Charadrius,alexandrinus,0.893,37.294
Alle,alle,2.3,96
Alle,alle,1.733,97.52
Alle,alle,1.67,143.8
Alle,alle,1.65,143.8
Alle,alle,1.8,159.4
Alle,alle,2.118,104.87
Alle,alle,2.118,104.87
Alle,alle,2.091,109.14
Alle,alle,1.939,110.39
Alle,alle,1.88,151
Alle,alle,1.93,167.6
Alle,alle,1.93,102
Alle,alle,1.92,104
Calidris,alpina,0.843,47.194
Calidris,alpina,0.92,37.888
Calidris,alpina,0.84,37.361
Calidris,alpina,0.851,40.679
Calidris,alpina,0.89,37.034
Calidris,alpina,0.834,30.691
Calidris,alpina,0.854,34.876
Calidris,alpina,0.85,37.1
Strix,aluco,6.927,445.73
Strix,aluco,10.319,462
Strix,aluco,8.74,605
Strix,aluco,9.065,589
Strix,aluco,9.26,543
Strix,aluco,8.841,518
Strix,aluco,10.5,492.5
Strix,aluco,10.1,468.5
Strix,aluco,8.682,708
Strix,aluco,8.847,580
Strix,aluco,8.068,528
Strix,aluco,9.691,433
Strix,aluco,10.085,640
Strix,aluco,10.227,427
Strix,aluco,9.8,452.5
Strix,aluco,10.835,545
Strix,aluco,9.159,503
Strix,aluco,10.17,502.8
Strix,aluco,9.9,507.5
Strix,aluco,9.657,504
Strix,aluco,10.79,617.3
Strix,aluco,10.4,544.5
Strix,aluco,9.454,522
Strix,aluco,7.7,436.5
Strix,aluco,7.676,525
Strix,aluco,9.752,590
Strix,aluco,8.533,528
Strix,aluco,9.536,264.888
Strix,aluco,9.4,488.5
Strix,aluco,7.02,335
Strix,aluco,8.25,605
Strix,aluco,8.73,336.5
Strix,aluco,8.4,540
Strix,aluco,8.944,453
Strix,aluco,9.95,472.2
Strix,aluco,8.759,425.169
Strix,aluco,9.5,477
Strix,aluco,10.08,424
Strix,aluco,8.008,460
Strix,aluco,9.7,436
Strix,aluco,8.82,401.6
Strix,aluco,8.458,241.704
Strix,aluco,9.251,412
Strix,aluco,9.943,398.112
Strix,aluco,6.32,365.778
Strix,aluco,8.56,419.5
Strix,aluco,10.285,325
Strix,aluco,8.16,462
Strix,aluco,9.37,443.1
Strix,aluco,9.761,419
Strix,aluco,10.464,260.825
Strix,aluco,8.306,409.711
Strix,aluco,9.186,579
Strix,aluco,10.088,409.6
Strix,aluco,9.95,422
Strix,aluco,9.537,423
Strix,aluco,9.55,369.5
Strix,aluco,9.08,419.5
Strix,aluco,10.39,428.5
Strix,aluco,8.269,290
Strix,aluco,7.731,416.6
Strix,aluco,9.29,494
Strix,aluco,9.02,489.5
Strix,aluco,7.831,416.216
Strix,aluco,8.9,457
Strix,aluco,8.772,458
Strix,aluco,8.11,283.8
Strix,aluco,8.98,457.4
Strix,aluco,9.57,546.5
Strix,aluco,8.57,483
Amandava,amandava,0.45,6.2
Amandava,amandava,0.42,5.2
Amandava,amandava,0.52,6.7
Amazona,amazonica,7.71,248.2
Amazona,amazonica,7.561,376.34
Amazona,amazonica,8.3,284.7
Amazona,amazonica,9.26,321
Amazona,amazonica,8.1,380.6
Carduelis,ambigua,0.62,13.5
Carduelis,ambigua,0.614,15.028
Carduelis,ambigua,0.594,16.439
Carduelis,ambigua,0.7,14.7
Ramphastos,ambiguus,5.5,545.5
Alisterus,amboinensis,4.307,199.05
Alisterus,amboinensis,4.055,201.31
Alisterus,amboinensis,4.091,225.79
Alisterus,amboinensis,4.009,185.25
Alisterus,amboinensis,4.773,166.8
Alisterus,amboinensis,3.976,186.76
Mycteria,americana,14.85,1955.3
Sporophila,americana,0.578,9.324
Chrysolophus,amherstiae,3.779,560
Chrysolophus,amherstiae,3.6,806
Chrysolophus,amherstiae,3.51,865
Mino,anais,2.2,147.08
Catamenia,analis,0.55,8.98
Anhinga,anhinga,4.55,610
Anhinga,anhinga,4.23,560
Anhinga,anhinga,4.45,1040
Crotophaga,ani,1.458,73.095
Anser,anser,12.72,4000
Anser,anser,13.216,3900
Anser,anser,11.913,5000
Anser,anser,10.25,4000
Polytelis,anthopeplus,3.55,158.6
Polytelis,anthopeplus,3.25,148.2
Polytelis,anthopeplus,3.354,150.591
Polytelis,anthopeplus,2.786,173.047
Synthliboramphus,antiquus,2.079,175.84
Merops,apiaster,0.732,55.579
Merops,apiaster,0.842,57.244
Pernis,apivorus,7.641,881
Pluvialis,apricaria,2.2,193.1
Pluvialis,apricaria,2.28,237.6
Pluvialis,apricaria,2.36,199.2
Apus,apus,0.62,33.93
Apus,apus,0.7,47.8
Apus,apus,0.75,46.95
Apus,apus,0.58,40.01
Apus,apus,0.673,28.65
Apus,apus,0.62,42.6
Apus,apus,0.551,23.32
Apus,apus,0.914,44.82
Apus,apus,0.599,26.56
Apus,apus,0.73,38.6
Rallus,aquaticus,1.58,101.2
Rallus,aquaticus,1.58,121.9
Rallus,aquaticus,1.44,133.7
Rallus,aquaticus,1.904,133.146
Rallus,aquaticus,1.634,96.643
Rallus,aquaticus,1.751,126.257
Rallus,aquaticus,1.7,117.1
Fregata,aquila,9.45,1405
Pteroglossus,aracari,3.45,274.5
Pteroglossus,aracari,3.3,271
Pteroglossus,aracari,3.6,256
Ara,ararauna,15.9,625
Ara,ararauna,20.9,929
Fratercula,arctica,4.2,318.5
Fratercula,arctica,3.9,385.5
Fratercula,arctica,3.55,382.5
Leucosticte,arctoa,0.879,25.932
Larus,argentatus,6.077,522
Larus,argentatus,6.87,1180
Larus,argentatus,5.08,535
Larus,argentatus,7.35,748
Larus,argentatus,7.02,1145
Leiothrix,argentauris,0.9,24.6
Leiothrix,argentauris,0.946,28.265
Leiothrix,argentauris,0.85,28.05
Leiothrix,argentauris,0.99,22.6
Leiothrix,argentauris,1.02,20.6
Leiothrix,argentauris,1.13,21.35
Leiothrix,argentauris,1.08,20.3
Leiothrix,argentauris,1.1,26.4
Leiothrix,argentauris,1.08,20.3
Leiothrix,argentauris,0.98,23.3
Leiothrix,argentauris,1.1,26.4
Argusianus,argus,5.591,1965
Vanellus,armatus,2.07,63.1
Vanellus,armatus,2.09,128.9
Numenius,arquata,4.664,735
Acrocephalus,arundinaceus,0.87,23.95
Alauda,arvensis,0.836,46.58
Alauda,arvensis,0.797,30.23
Alauda,arvensis,0.91,38
Alauda,arvensis,0.84,47.52
Alauda,arvensis,0.902,39.78
Alauda,arvensis,0.87,40.97
Alauda,arvensis,1.08,44.2
Alauda,arvensis,1,37.4
Alauda,arvensis,0.943,45.14
Alauda,arvensis,0.95,28.38
Alauda,arvensis,0.927,41.39
Alauda,arvensis,0.98,40.7
Alauda,arvensis,0.7,21.9
Zenaida,asiatica,1.433,126.099
Megalaima,asiatica,1.5,84.2
Megalaima,asiatica,1.78,113.6
Megascops,asio,5.6,129.8
Mirafra,assamica,0.88,29
Molothrus,ater,2.693,66
Parus,ater,0.55,7.3
Parus,ater,0.575,7.9
Parus,ater,0.563,9.834
Parus,ater,0.47,9.476
Probosciger,aterrimus,17.157,995
Fulica,atra,3.097,440.754
Fulica,atra,2.625,695
Fulica,atra,3.441,765
Fulica,atra,3.26,730
Fulica,atra,3.418,805
Fulica,atra,3.559,765
Fulica,atra,2.9,362.25
Fulica,atra,3.08,656
Fulica,atra,3.42,511.8
Fulica,atra,3.45,542.2
Fulica,atra,3.51,1047
Chalcopsitta,atra,5.335,240.153
Sylvia,atricapilla,0.536,17.487
Sylvia,atricapilla,0.53,20.694
Sylvia,atricapilla,0.45,21.38
Sylvia,atricapilla,0.62,18.84
Sylvia,atricapilla,0.482,18.904
Sylvia,atricapilla,0.596,21.944
Sylvia,atricapilla,0.656,19.18
Sylvia,atricapilla,0.622,15.858
Sylvia,atricapilla,0.59,17.1
Sylvia,atricapilla,0.68,18.3
Sylvia,atricapilla,0.616,16.674
Sylvia,atricapilla,0.585,17.434
Sylvia,atricapilla,0.573,17.2
Sylvia,atricapilla,0.569,19.651
Sylvia,atricapilla,0.572,17.929
Sylvia,atricapilla,0.55,19.3
Sylvia,atricapilla,0.689,16.812
Sylvia,atricapilla,0.66,17.2
Sylvia,atricapilla,0.7,18.8
Sylvia,atricapilla,0.575,18.769
Sylvia,atricapilla,0.7,16.2
Sylvia,atricapilla,0.595,17.212
Sylvia,atricapilla,0.62,18.415
Sylvia,atricapilla,0.58,18.7
Sylvia,atricapilla,0.5,20.1
Sylvia,atricapilla,0.555,17.543
Sylvia,atricapilla,0.45,14.124
Sylvia,atricapilla,0.7,16
Sylvia,atricapilla,0.586,18.87
Sylvia,atricapilla,0.627,17.267
Sylvia,atricapilla,0.576,16.547
Sylvia,atricapilla,0.626,18.498
Sylvia,atricapilla,0.56,25.65
Sylvia,atricapilla,0.75,12.9
Zosterops,atricapilla,0.32,6.15
Parus,atricapillus,0.686,10.88
Hypergerus,atriceps,0.92,24.7
Alcedo,atthis,0.86,43.46
Alcedo,atthis,0.755,40.03
Alcedo,atthis,0.85,43.3
Alcedo,atthis,0.762,36.71
Alcedo,atthis,0.762,36.71
Alcedo,atthis,0.879,33.72
Alcedo,atthis,0.754,48.04
Alcedo,atthis,0.85,43.2
Alcedo,atthis,0.841,39.4
Alcedo,atthis,0.748,33.76
Alcedo,atthis,0.85,37.4
Alcedo,atthis,0.801,42.8
Alcedo,atthis,0.8,38.4
Alcedo,atthis,0.701,34.3
Alcedo,atthis,0.8,38.2
Alcedo,atthis,0.724,37.03
Alcedo,atthis,0.766,29.65
Alcedo,atthis,0.775,41.39
Alcedo,atthis,0.837,38.27
Alcedo,atthis,0.801,38.51
Alcedo,atthis,0.746,43.06
Alcedo,atthis,0.756,34.42
Alcedo,atthis,0.89,35.2
Alcedo,atthis,0.65,36.5
Cathartes,aura,9.3,494
Cathartes,aura,11.6,2381.4
Cathartes,aura,9.85,1530
Cathartes,aura,10.8,2065
Saltator,aurantiirostris,1.4,30
Emberiza,aureola,0.71,17.12
Pheucticus,aureoventris,1.47,49.8
Aratinga,auricapillus,4.86,103.8
Cyanoramphus,auriceps,2.7,50.1
Cyanoramphus,auriceps,3.03,49.45
Amazona,auropalliata,8.407,501
Phoenicurus,auroreus,0.6,11.6
Phoenicurus,auroreus,0.574,10.797
Phoenicurus,auroreus,0.6,12
Phoenicurus,auroreus,0.55,12
Amazona,autumnalis,7.89,392.97
Amazona,autumnalis,6.86,312.99
Recurvirostra,avosetta,1.93,201
Pteroglossus,bailloni,2.91,149.5
Pteroglossus,bailloni,2.73,168
Pteroglossus,bailloni,3.07,188.1
Alectoris,barbara,2.013,184.84
Pycnonotus,barbatus,0.88,50.8
Pycnonotus,barbatus,0.88,50.8
Cyanocorax,beecheii,3.219,130.83
Centropus,bengalensis,1.834,151.674
Uraeginthus,bengalus,0.414,7.323
Uraeginthus,bengalus,0.404,7.544
Uraeginthus,bengalus,0.411,6.993
Uraeginthus,bengalus,0.406,7.503
Uraeginthus,bengalus,0.47,10.3
Uraeginthus,bengalus,0.388,7.997
Uraeginthus,bengalus,0.282,6.81
Uraeginthus,bengalus,0.264,7.543
Uraeginthus,bengalus,0.461,7.016
Uraeginthus,bengalus,0.412,7.95
Uraeginthus,bengalus,0.416,7.06
Branta,bernicla,6.069,980
Branta,bernicla,6.041,1340
Branta,bernicla,6.041,1340
Branta,bernicla,6.22,1580
Anthus,berthelotii,0.5,15.15
Anthus,berthelotii,0.42,16.35
Anthus,berthelotii,0.55,16.1
Panurus,biarmicus,0.55,14.2
Panurus,biarmicus,0.58,15.65
Panurus,biarmicus,0.57,10.7
Panurus,biarmicus,0.542,12.173
Panurus,biarmicus,0.498,13.22
Panurus,biarmicus,0.541,13.736
Panurus,biarmicus,0.587,15.315
Panurus,biarmicus,0.435,13.649
Panurus,biarmicus,0.65,15.66
Panurus,biarmicus,0.58,15.3
Panurus,biarmicus,0.5,15.4
Panurus,biarmicus,0.5,15.4
Panurus,biarmicus,0.54,12.261
Panurus,biarmicus,0.545,12.983
Dendrocygna,bicolor,4.68,480
Dendrocygna,bicolor,4.794,495
Lonchura,bicolor,0.46,9.67
Lonchura,bicolor,0.41,9.7
Nigrita,bicolor,0.41,14.18
Pogoniulus,bilineatus,0.436,11.494
Eremophila,bilopha,0.93,24.4
Molothrus,bonariensis,1.28,37.2
Thraupis,bonariensis,0.98,28.3
Bonasa,bonasia,1.926,397.14
Bonasa,bonasia,1.835,383.872
Sylvia,borin,0.4,17.7
Sylvia,borin,0.7,19.9
Sylvia,borin,0.66,19
Sylvia,borin,0.61,16.1
Sylvia,borin,0.63,22.261
Sylvia,borin,0.534,16.909
Sylvia,borin,0.58,19.687
Sylvia,borin,0.61,18.8
Sylvia,borin,0.388,17.585
Neopsephotus,bourkii,1.3,36.1
Certhia,brachydactyla,0.388,9.301
Certhia,brachydactyla,0.53,8.1
Corvus,brachyrhynchos,6.026,257.055
Corvus,brachyrhynchos,6.372,253.532
Corvus,brachyrhynchos,9.3,337
Corvus,brachyrhynchos,7.3,302
Corvus,brachyrhynchos,7.75,341
Corvus,brachyrhynchos,7.55,352
Corvus,brachyrhynchos,9.3,359
Corvus,brachyrhynchos,8.9,440
Corvus,brachyrhynchos,8.55,459.2
Pitta,brachyura,1.55,59
Amazona,brasiliensis,7.818,341.7
Amazona,brasiliensis,7.099,264.62
Turtur,brehmeri,1.115,114.383
Heteroscelus,brevipes,1.26,123.92
Pericrocotus,brevirostris,0.629,9.16
Yuhina,brunneiceps,0.51,13.72
Bubo,bubo,16.565,3000
Bubo,bubo,11.932,2600
Bubo,bubo,15.601,2290
Bubo,bubo,17.187,3000
Bubo,bubo,15.952,2395
Bubo,bubo,19.4,3023
Bubo,bubo,17.632,2000
Bubo,bubo,18.155,2000
Serinus,burtoni,1.035,21.625
Serinus,burtoni,1.25,33.4
Serinus,burtoni,0.977,22.757
Serinus,burtoni,1.06,23.505
Serinus,burtoni,0.884,25.984
Serinus,burtoni,1.155,26.674
Serinus,burtoni,1.17,25.8
Buteo,buteo,7.757,905
Buteo,buteo,8.04,665
Buteo,buteo,8,1090
Buteo,buteo,8.224,672
Buteo,buteo,7.05,1110
Buteo,buteo,8.267,797
Buteo,buteo,7.58,616
Buteo,buteo,7.965,865
Buteo,buteo,7.982,834
Buteo,buteo,7.982,834
Buteo,buteo,7.8,933
Buteo,buteo,7.969,852.5
Buteo,buteo,8.37,976
Buteo,buteo,8.252,914
Buteo,buteo,7.787,559
Buteo,buteo,8.5,1080.5
Buteo,buteo,7.38,991
Buteo,buteo,7.61,627.7
Buteo,buteo,7.8,764
Buteo,buteo,8.77,944
Buteo,buteo,8,747
Buteo,buteo,7.917,859.5
Buteo,buteo,8.242,1015
Buteo,buteo,7.528,709
Buteo,buteo,7.35,777.3
Buteo,buteo,8.09,1100
Buteo,buteo,8.066,1143
Buteo,buteo,7.72,813
Buteo,buteo,7.951,1020
Buteo,buteo,8.19,1153
Buteo,buteo,7.97,671.6
Buteo,buteo,8.133,945
Buteo,buteo,8.101,843
Buteo,buteo,7.42,760.5
Buteo,buteo,8.169,1062
Buteo,buteo,7.815,517
Buteo,buteo,7.65,769.3
Buteo,buteo,7.22,1245
Buteo,buteo,7.66,821.3
Buteo,buteo,8.347,740
Buteo,buteo,8.3,678
Buteo,buteo,8.026,1100
Buteo,buteo,8.026,1100
Buteo,buteo,7.535,900
Buteo,buteo,7.998,960
Buteo,buteo,8,781
Buteo,buteo,7.73,1037.8
Buteo,buteo,8.26,564.2
Buteo,buteo,8.38,942
Buteo,buteo,7.29,883
Buteo,buteo,7.8,939
Buteo,buteo,7.71,714
Buteo,buteo,7.77,746
Buteo,buteo,6.923,736
Buteo,buteo,7.951,599
Buteo,buteo,7.951,599
Buteo,buteo,8.796,787
Buteo,buteo,8.45,844
Buteo,buteo,8.157,450
Buteo,buteo,8.308,849.5
Buteo,buteo,8.38,683
Buteo,buteo,7.943,717
Buteo,buteo,7.463,428
Buteo,buteo,7.4,516.4
Buteo,buteo,7.6,941
Buteo,buteo,7.228,493
Buteo,buteo,8.15,722.5
Buteo,buteo,7.473,741
Buteo,buteo,8.059,573
Buteo,buteo,8.706,727
Buteo,buteo,7.61,832
Buteo,buteo,9,865.2
Buteo,buteo,8.271,671
Buteo,buteo,7.106,492.5
Buteo,buteo,7.695,811
Buteo,buteo,8.45,728.5
Buteo,buteo,7.5,814.5
Buteo,buteo,6.94,660.5
Buteo,buteo,7.92,488
Buteo,buteo,8.237,815
Buteo,buteo,7.2,460
Buteo,buteo,7.669,473
Buteo,buteo,7.95,636
Buteo,buteo,7.842,705
Buteo,buteo,7.842,705
Buteo,buteo,8.388,581
Buteo,buteo,7.8,766.5
Buteo,buteo,9.494,510
Buteo,buteo,7.9,512
Buteo,buteo,8.104,565
Buteo,buteo,8.445,829
Buteo,buteo,7.9,853.5
Buteo,buteo,8.4,517.2
Buteo,buteo,8.727,533
Buteo,buteo,7.1,637.8
Buteo,buteo,7.45,730
Buteo,buteo,8.437,900
Buteo,buteo,8.011,610
Buteo,buteo,8.478,875
Buteo,buteo,8.12,736.2
Buteo,buteo,8.022,663
Buteo,buteo,7.924,840
Buteo,buteo,8,674.5
Buteo,buteo,8.355,651.5
Buteo,buteo,8.3,683
Buteo,buteo,7.595,483
Buteo,buteo,8.341,764
Buteo,buteo,7.7,723.2
Buteo,buteo,7.5,466
Buteo,buteo,7.7,488.6
Buteo,buteo,8.3,792
Buteo,buteo,8.3,731
Buteo,buteo,8.775,531
Buteo,buteo,7.35,901
Buteo,buteo,6.957,487
Buteo,buteo,8.248,394
Buteo,buteo,8.108,623
Buteo,buteo,7.347,693
Buteo,buteo,7.347,693
Buteo,buteo,8,684.5
Buteo,buteo,7.463,600
Buteo,buteo,7.6,1045
Buteo,buteo,8.95,478.5
Buteo,buteo,7.7,649.2
Buteo,buteo,8.2,677.5
Buteo,buteo,8.18,699
Buteo,buteo,7.75,786
Buteo,buteo,7.32,807
Buteo,buteo,8.007,877
Buteo,buteo,7.969,845
Buteo,buteo,7.357,890
Buteo,buteo,7.301,672
Buteo,buteo,7.912,845
Buteo,buteo,7.9,558
Larus,cachinnans,5.705,1190
Larus,cachinnans,6.202,780
Larus,cachinnans,6.547,795
Passerina,caerulea,0.908,22.89
Egretta,caerulea,3.7,178.5
Egretta,caerulea,3.78,401
Estrilda,caerulescens,0.41,7.1
Sporophila,caerulescens,0.45,7.5
Parus,caeruleus,0.68,11
Parus,caeruleus,0.577,13.624
Parus,caeruleus,0.641,11.308
Parus,caeruleus,0.559,10.731
Parus,caeruleus,0.563,13.415
Parus,caeruleus,0.614,10.749
Parus,caeruleus,0.639,11.535
Parus,caeruleus,0.57,10.38
Parus,caeruleus,0.67,11
Parus,caeruleus,0.62,9.7
Parus,caeruleus,0.604,11.685
Parus,caeruleus,0.58,11.2
Parus,caeruleus,0.7,11.17
Parus,caeruleus,0.564,10.724
Parus,caeruleus,0.592,11.316
Parus,caeruleus,0.678,10.682
Parus,caeruleus,0.65,11.43
Parus,caeruleus,0.593,11.939
Parus,caeruleus,0.566,10.787
Parus,caeruleus,0.6,11.6
Parus,caeruleus,0.653,11.739
Parus,caeruleus,0.578,11.451
Parus,caeruleus,0.554,10.112
Parus,caeruleus,0.45,10.9
Cyanerpes,caeruleus,0.468,10.05
Cyanerpes,caeruleus,0.48,9.4
Bucorvus,cafer,26.25,2150
Bucorvus,cafer,31.6,2670
Pycnonotus,cafer,1.1,24.445
Miliaria,calandra,1.149,53.314
Miliaria,calandra,1.323,52.955
Miliaria,calandra,1.2,61.7
Miliaria,calandra,1.075,53.906
Platycercus,caledonicus,3.48,91.1
Platycercus,caledonicus,3.75,148.2
Platycercus,caledonicus,4.181,154.947
Callipepla,californica,1.142,110.811
Callipepla,californica,1.352,118.211
Callipepla,californica,1.056,154.527
Callipepla,californica,0.98,127
Callipepla,californica,1.5,102
Callipepla,californica,1.22,151.8
Luscinia,calliope,0.7,14.1
Luscinia,calliope,0.7,29
Struthio,camelus,4.47,75000
Struthio,camelus,42.11,123000
Colaptes,campestris,3.67,182.4
Grus,canadensis,8.58,1651
Perisoreus,canadensis,2.815,74.675
Serinus,canaria,0.564,15.3
Serinus,canaria,0.848,17.1
Serinus,canicollis,0.453,17.893
Serinus,canicollis,0.545,11.428
Carduelis,cannabina,0.631,18.363
Carduelis,cannabina,0.654,18.391
Carduelis,cannabina,0.69,19.98
Carduelis,cannabina,0.7,16.9
Carduelis,cannabina,0.71,18.8
Carduelis,cannabina,0.662,18.762
Carduelis,cannabina,0.7,20.3
Carduelis,cannabina,0.6,19.9
Carduelis,cannabina,0.588,18.985
Carduelis,cannabina,0.676,20.074
Carduelis,cannabina,0.585,19.616
Carduelis,cannabina,0.47,18.2
Carduelis,cannabina,0.7,18.3
Carduelis,cannabina,0.72,19.1
Carduelis,cannabina,0.6,17.7
Carduelis,cannabina,0.69,18
Carduelis,cannabina,0.78,18.2
Carduelis,cannabina,0.6,20.6
Carduelis,cannabina,0.69,16.8
Cuculus,canorus,1.466,90.253
Cuculus,canorus,1.33,89.8
Cuculus,canorus,1.507,96.53
Cuculus,canorus,1.381,93.535
Cuculus,canorus,1.51,115.6
Cuculus,canorus,1.5,127
Cuculus,canorus,1.49,113.3
Lonchura,cantans,0.45,9.2
Larus,canus,3.767,412
Larus,canus,4.019,422
Larus,canus,4.044,279.724
Larus,canus,4.32,278.2
Larus,canus,3.84,335.7
Larus,canus,4.561,420
Larus,canus,4.489,404.101
Larus,canus,4.1,470.5
Calidris,canutus,1.3,166
Oena,capensis,0.457,38.803
Oena,capensis,0.501,34.02
Oena,capensis,0.487,33.883
Zonotrichia,capensis,0.72,15.6
Zonotrichia,capensis,0.87,22
Heterophasia,capistrata,1.22,51.2
Serinus,capistratus,0.537,7.979
Paroaria,capitata,0.85,14.9
Phalacrocorax,carbo,9.627,1560
Phalacrocorax,carbo,12.531,2070
Phalacrocorax,carbo,12.517,1940
