YEAR	FOCAL_DEPTH	EQ_PRIMARY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DAMAGE_MILLIONS_DOLLARS	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED
1997	10	7.2	IRAN		"IRAN:  BIRJAND, GHAEN"	33.825	59.809	140	1728	100	10533	4	5474
1997	33	7.1	PAKISTAN		"PAKISTAN:  HARNAI-SIBI, QUETTA"	29.976	68.208	60	60		500	3	500
1997	196	6.4	AFGHANISTAN		"AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR"	36.411	70.945	40	1				
1997	50	4.9	PAKISTAN		"PAKISTAN:  BAJAUR, CHITRAL"	34.872	71.62	60	15				
1997	22	5.8	KYRGYZSTAN		"KYRGYZSTAN:  DZHERGETAL, KOSHTEBE, KAZARMAN"	41.026	74.284	40					
1997	22	5.6	CHINA		"CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI"	39.422	76.839	40	2		4000	3	
1997	33	5.9	CHINA		"CHINA:  S. XINJIANG, JIASHI COUNTY"	39.513	76.865	40			3000	4	
1997	15	6.2	CHINA		"CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA"	39.527	76.941	40	9		2000	4	
1997	33	5.9	CHINA		CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY	39.474	76.998	40	12		14000	4	
1997	33	6	CHINA		CHINA:  S. XINJIANG	39.537	76.998	40					
1997	36	5.8	INDIA		INDIA:  SOUTHERN:  JABALPUR	23.083	80.041	60	56	143	8546	4	8546
1997	33	7.5	CHINA		CHINA:  TIBET (XIZANG PROVINCE)	35.069	87.325	40					
1997	54	6.1	INDIA		"INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH"	22.212	92.702	60	23		1	1	1
1997	33	6	INDONESIA		"INDONESIA:  N. SUMATERA, ACEH, BANDA ACEH, MEDAN"	4.358	96.494	60				3	
1997	33	5.9	INDONESIA		"INDONESIA:  SULAWESI, PAREPARE"	-3.776	119.727	170	20	1.1	650	3	
1997	24	7	INDONESIA		"INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO"	1.241	122.536	170					
1997	10	6.1	JAPAN		"JAPAN:  KYUSHU, KAGOSHIMA"	31.92	130.429	30					
1997	10	6.2	JAPAN		JAPAN:  HONSHU:  S	31.959	141.878	30					
1997	101	6.5	USA TERRITORY	GU	GUAM	13.986	144.901	170					
1997	33	7.8	RUSSIA		"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK"	54.841	162.035	50					
1997	33	7.7	SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU	-12.584	166.676	170					
1998	33	6.3	MEXICO		"MEXICO:  OAXACA, SAN AGUSTIN, SAN FRANCISCO"	15.883	-96.298	150					
1998	33	6.6	GUATEMALA		"GUATEMALA:  QUEZALTENANGO, SAN MARCOS, SOLOLA"	14.374	-91.473	100				2	
1998	33	7.2	ECUADOR		"ECUADOR:  BAHIA DE CARAQUEZ, CANOA"	-0.593	-80.393	160	3				
1998	24	6.6	BOLIVIA		"BOLIVIA:  CENTRAL:  AIQUILE, TOTORA"	-17.731	-65.431	160	105			3	
1998	10	6.2	AZORES (PORTUGAL)		"AZORES:  FAIAL, PICO, TERCEIRA"	38.65	-28.626	130	10	72			
1998	10	5.2	ITALY		"ITALY:  CENTRAL:  GUALDO, TADINO-NOCERA UMBRA"	43.164	12.701	130			300	3	
1998	10	5.7	AUSTRIA		"AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID"	46.245	13.652	120	1				
1998	10	5.5	SERBIA		"BALKANS NW:  SERBIA:  BELGRADE, LJIG, VALJEVO"	44.209	20.08	130	1			3	
1998	10	5.3	ALBANIA		"ALBANIA:  KUKES, PESHKOPI"	41.925	20.39	130			700	3	
1998	33	6.3	TURKEY		"TURKEY:  ADANA, CEYHAN"	36.878	35.307	140	145	550	1700	4	
1998	39	5.4	IRAN		"IRAN:  WESTERN:  DARREH SHAHR, POL-E-DOKHTAR"	33.199	47.225	140					100
1998	26	6	ARMENIA		"ARMENIA-AZERBAIJAN-IRAN:  ASTARA, BILASUVAR, IMISLI"	38.717	48.507	40					
1998	33	5.4	IRAN		IRAN:  SOUTHERN:  BIGHERD-KHONJ	27.791	53.608	140	5				850
1998	9	6.6	IRAN		"IRAN:  GOLBAF, BAFT, KERMAN"	30.154	57.605	140	5		2000	4	
1998	33	5.8	IRAN		"IRAN:  BIRJAND, GONABAD"	32.457	59.976	140	12				600
1998	33	5.9	AFGHANISTAN		AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE	37.075	70.089	40	2323		8094	4	
1998	33	6.6	AFGHANISTAN		"AFGHANISTAN:  BADAKHSHAN, TAKHAR"	37.106	70.11	40	4700	10		4	
1998	236	6.4	AFGHANISTAN		"AFGHANISTAN-TAJIKISTAN:  YAR HUSAIN, ASTOR"	36.479	71.086	40	1		35	1	
1998	33	5.6	CHINA		"CHINA:  SOUTHERN XINJIANG: ARTUX, KASHGAR"	39.977	76.731	40			400	3	
1998	33	6.4	CHINA		CHINA:  SOUTHERN XINJIANG:  JIASHI	39.66	77.343	40	3		3600	4	18771
1998	33	5.6	CHINA		CHINA:  SOUTHERN XINJIANG	37.388	78.843	40			2000	4	
1998	33	5.6	CHINA		"CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG"	27.308	101.029	30	5	70	12000	4	12000
1998	10	4.5	CHINA		CHINA:  YUNNAN PROVINCE  SOUTHEASTERN	26.373	104.021	30		22.6	21872	4	21872
1998	152	6.6	INDONESIA		"INDONESIA:  JAWA, MALANG, BLITAR, BANTUR"	-8.194	112.413	170	1		38	1	62
1998	30	5.7	CHINA		"CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI"	41.083	114.5	30	70	285.5	70000	4	
1998	13	5.7	TAIWAN		"TAIWAN:  CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG"	23.407	120.736	30	5				
1998	33	7.7	INDONESIA		"INDONESIA:  MANGOLE, MANADO, TALIABU"	-2.071	124.891	170	41	200	1000	3	
1998	33	7.5	TAIWAN		TAIWAN	22.306	125.308	30					
1998	25	7	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SISSANO	-2.943	142.582	170					
1998	10	8.1	ANTARCTICA		BALLENY ISLANDS	-62.877	149.527	20					
1999		7.2	USA	CA	"CALIFORNIA:  LUDLOW, LANDERS, TWENTYNINE PALMS"	34.594	-116.271	150					
1999	69	6.3	MEXICO		MEXICO:  GUERRERO:  COAHUAYUTLA; MICHOACAN: CUITZEO	18.324	-101.539	150					1300
1999	70	7	MEXICO		"MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO"	18.386	-97.436	150	20	226.8			2000
1999	61	7.5	MEXICO		MEXICO:  OAXACA	16.059	-96.931	150	35	164.8			2000
1999	10	6.7	GUATEMALA		GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W	15.782	-88.33	100	2		7	1	7
1999	17	6.2	COLOMBIA		"COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA"	4.461	-75.724	160	1185	1857.366		4	
1999	62	4.4	PERU		"PERU:  CHUSCHI, CANGALLo, HUANCAPI"	-13.64	-74.43	160			210	3	1100
1999	87	6.8	PERU		"PERU:  CAMANA, AREQUIPA"	-16.66	-72.662	160	1				300
1999	10	4.8	SPAIN		"SPAIN:  MULA, PUEBLA DE MULA"	38.193	-1.566	130		44.004			
1999	10	5.6	ALGERIA		ALGERIA:  NORTHERN:  AIN TEMOUCHENT	35.321	-1.281	15	24	60.929		3	
1999	10	6	GREECE		GREECE:  ATHENS	38.119	23.605	130	143	4200	53000	4	
1999	10	5.2	TURKEY		TURKEY:  IZMIT	40.711	29.949	140	1				
1999	13	7.6	TURKEY		"TURKEY:  ISTANBUL, KOCAELI, SAKARYA"	40.76	29.97	140	17118	20000			73342
1999	13	5.8	TURKEY		TURKEY:  ADAPAZARI-GOLUCK-KOCAELI	40.709	30.045	140	7				
1999	22	5.7	TURKEY		"TURKEY:  ADAPAZARI, KOCEALI, GOLCUK"	40.744	30.266	140	2				
1999	10	7.2	TURKEY		"TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK"	40.758	31.161	140	894	1000			
1999	19	5.7	TURKEY		"TURKEY:  GORESKEN, ERZURUM PROVINCE"	40.358	42.346	140	1				340
1999	33	3.2	RUSSIA		"RUSSIA:  MAKHACHKALA, DAGESTAN"	42.962	46.954	40		0.9			
1999	33	5.4	AZERBAIJAN		"AZERBAIJAN:  AGDAS, UCAR, AGALI"	40.802	47.448	40	1	5			50
1999	33	6.2	IRAN		IRAN:  SOUTHERN:  FARS PROVINCE	29.501	51.88	140	26		800	3	
1999	33	5.3	IRAN		IRAN:  GORGAN	36.92	54.9	140					50
1999	33	6.6	IRAN		IRAN:  SOUTHERN:  KERMAN	28.343	57.193	140	1				517
1999	33	6	AFGHANISTAN		"AFGHANISTAN:  LOWGAR, VARDAK, KABUL"	34.259	69.364	40	70		7000	4	7000
1999	15	6.6	INDIA		"INDIA:  CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL"	30.512	79.403	60	100	70	21100	4	21100
1999	10	4.2	BANGLADESH		"BANGLADESH:  MAHESHKHALI ISLAND, COX'S BAZAAR"	21.544	91.895	60	6		700	3	
1999	33	4.6	CHINA		CHINA:  YUNNAN PROVINCE:  CHENGJIANG	24.589	102.872	30	1		90	2	90
1999	56	6.5	INDONESIA		"INDONESIA:  PANDEGLANG, W JAWA, SE SUMATERA"	-6.845	105.555	170	5	3.9			2800
1999	10	5.3	CHINA		CHINA:  SHANXI:  NORTHEASTERN	39.899	113.983	30		44	6000	4	
1999	33	5.1	CHINA		CHINA:  NE: ZHANGBEI COUNTY	41.131	114.658	30			200	3	
1999	33	7.3	PHILIPPINES		"PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ"	15.766	119.74	170	5	1.794			
1999	33	5.9	TAIWAN		TAIWAN:  CHIA-I	23.445	120.506	30	1	0.786	15	1	
1999	33	7.7	TAIWAN		"TAIWAN:  NANTOU, TAICHUNG, TAIZHONG"	23.772	120.982	30	2297	14000	8200		82000
1999	17	6.5	TAIWAN		TAIWAN:  CENTRAL	23.738	121.158	30					
1999	10	5	CHINA		CHINA:  NORTHEASTERN:  SANJIANFANG	40.459	122.889	30			160	3	
1999	33	7.5	VANUATU		VANUATU ISLANDS:  PENTECOST	-16.423	168.214	170	5				
2000	10	5	USA	CA	CALIFORNIA:  NAPA	38.379	-122.413	150		50			
2000	33	5.4	NICARAGUA		NICARAGUA:  MASAYA	11.884	-85.988	100	7		357	3	1130
2000	17	6.5	PANAMA		PANAMA-COLOMBIA:  JURADO	7.042	-77.829	100					86
2000	10	6.5	ICELAND		"ICELAND:  GRIMSNES, SELFOSS, EYRARBAKKI, STOKKSEYRI"	63.98	-20.758	120		12	12	1	12
2000	10	6.5	ICELAND		"ICELAND:  VESTMANNAEYJAR, HELLA"	63.966	-20.487	120		20	11	1	11
2000	38	5.5	GREECE		GREECE:  CRETE	34.22	25.69	130					
2000	34	6.5	TANZANIA		"TANZANIA:  NKANSI, RUKWA"	-7.977	30.709	10			7	1	150
2000	5	4.5	SOUTH AFRICA		SOUTH AFRICA; SWAZILAND:  MBABANE-MANZINI	-26.288	30.888	10					
2000	10	6	TURKEY		TURKEY:  AFYON-BOLVADIN	38.457	31.351	140	6				
2000	10	6	TURKEY		"TURKEY:  CERKES, CUBUK, ORTA"	40.693	32.992	140	2				
2000	5	4.1	TURKEY		"TURKEY:  DOGANYOL, PUTURGE"	38.164	38.777	140					
2000	50	6.8	AZERBAIJAN		AZERBAIJAN:  BAKU	40.245	49.946	40	31				
2000	30	7	TURKMENISTAN		TURKMENISTAN:  NEBITDAG-TURKMENBASHI	39.566	54.799	40	11				
2000	33	5.3	IRAN		"IRAN:  BARDASKAN, KASHMAR"	35.288	58.218	140	1		100	2	100
2000	33	5.1	AFGHANISTAN		AFGHANISTAN-TAJIKISTAN:  RAKHOR	37.542	69.582	40					
2000	33	4.6	INDIA		INDIA-BANGLADESH BORDER:  MAHESHKHALI	22.132	92.771	60					
2000	33	6.3	CHINA		CHINA:  YUNNAN PROVINCE:  LIUKU; MYANMAR	26.856	97.238	30				2	
2000	10	7.9	AUSTRALIA		"AUSTRALIA:  S, COCOS ISLANDS"	-13.802	97.453	60					
2000	33	5.9	CHINA		CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY	25.607	101.063	30	5	73.5	41000	4	
2000	33	6.7	INDONESIA		INDONESIA:  SOUTHERN SUMATERA:  LAHAT	-4.612	101.905	170	1				600
2000	33	7.9	INDONESIA		"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO"	-4.721	102.087	170	103	6			
2000	33	4.2	CHINA		CHINA:  YUNNAN PROVINCE:  WUDING	25.826	102.194	30	1	43			
2000	33	5.4	INDONESIA		"INDONESIA: JAWA:BANDUNG,CIBADAK,CIMANDIRI,KADUDAMPIT"	-6.675	106.845	170					225
2000	10	5.4	TAIWAN		TAIWAN:  TAI-CHUNG COUNTY	24.223	121.058	30	3				
2000	33	6.4	TAIWAN		TAIWAN:  NAN-TOU	23.843	121.225	30	2				
2000	33	6.4	PHILIPPINES		"PHILIPPINES:  BASCO, MOUNT IRADA, BATAN ISLANDS"	20.253	122.043	170					
2000	10	5.1	CHINA		CHINA:  LIAONING PROVINCE	40.498	122.994	30			3600	4	8800
2000	26	7.6	INDONESIA		"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,"	-1.105	123.573	170	46	30	10000	4	
2000	10	6.7	JAPAN		"JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI"	35.456	133.134	30		150	104	3	2230
2000	10	6.1	JAPAN		JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA	34.221	139.131	30	1				
2000	10	6.1	JAPAN		JAPAN:  NEAR S COAST HONSHU:  NII-JIMA	34.319	139.26	30					20
2000	10	6.5	JAPAN		JAPAN:  HONSHU:  S	33.901	139.376	30					
2000	10	6.8	RUSSIA		"RUSSIA:  SAKHALIN ISLAND, UGLEGORSK, MAKAROV"	48.786	142.246	50		0.92			1390
2000	127	7.6	JAPAN		JAPAN:  VOLCANO ISLANDS	22.338	143.73	30					
2000	33	7.8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW BRITAIN	-5.496	151.781	170					
2000	17	8	PAPUA NEW GUINEA		"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK"	-4.001	152.327	170	2			3	
2000	30	7.8	PAPUA NEW GUINEA		"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN"	-5.233	153.102	170					
2001	20	6.1	CANADA	BC	CANADA:  QUEEN CHARLOTTE ISLANDS	52.63	-132.2	150					
2001	52	6.8	USA	WA	"WASHINGTON:  OLYMPIA, SEATTLE, TACOMA"	47.149	-122.727	150	1	2000			
2001	5	4.2	USA	CA	CALIFORNIA:  LOS ANGELES	34.059	-118.387	150					
2001	10	6.6	EL SALVADOR		EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP	13.671	-88.938	100	315	348.5	41302	4	15706
2001	10	5.7	EL SALVADOR		EL SALVADOR:  CONCHAGUA	13.605	-88.795	100	1		84	2	70
2001	60	7.7	EL SALVADOR		EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.	13.049	-88.66	100	844	753	108226	4	169632
2001	62	6.6	PERU		"PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA"	-16.086	-73.987	160			300	3	
2001	33	8.4	PERU		"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO"	-16.265	-73.641	160	77		22399	4	
2001	33	5.8	PERU		PERU:  ANTABAMA	-14.258	-72.683	160	4			3	
2001	33	7.6	PERU		"PERU:  AREQUIPA, ARICA"	-17.543	-72.077	160	1		200	3	
2001	10	6.5	GREECE		GREECE:  SKYROS	39.059	24.244	130					100
2001	5	5.5	TURKEY		TURKEY:  OSMANIYE	37.238	36.206	140					
2001	62	5	AFGHANISTAN		AFGHANISTAN:  HINDU KUSH:  PARVAN	35.169	69.389	40	4			2	
2001	16	7.7	INDIA		"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN"	23.419	70.232	60	20005	2623	339000	4	339000
2001	10	4.5	BANGLADESH		BANGLADESH:  DHAKA	23.632	90.376	60					
2001	10	7.8	CHINA		CHINA:  QINGHAI PROVINCE:  XIDATAN	35.946	90.541	40				2	
2001	10	5.6	CHINA		CHINA:  YUNNAN PROVINCE:  YONGSHENG	26.316	100.648	30	1		3400	4	3400
2001	33	5.5	CHINA		CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN	27.689	101.003	30	2	36			
2001	33	5.6	CHINA		"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG"	29.513	101.129	30	3		60000	4	60000
2001	33	4.3	CHINA		CHINA:  YUNNAN PROVINCE:  JIANGCHUAN	24.455	102.66	30			150	3	150
2001	14	6.8	TAIWAN		TAIWAN	23.954	122.734	30					
2001	33	7.5	INDONESIA		INDONESIA:  BANDA SEA	-4.102	123.907	170					
2001	33	7.5	PHILIPPINES		PHILIPPINES:  MINDANAO	6.898	126.579	170					
2001	50	6.8	JAPAN		"JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA"	34.083	132.526	30	2	500			3700
2001	37	7	USA TERRITORY	GU	GUAM	12.686	144.98	170				3	
2002	580	7.7	FIJI		FIJI ISLANDS	-21.696	-179.513	170					
2002	4	6.7	USA	AK	"ALASKA:  CANTWELL, DENALI NATL PARK"	63.514	-147.912	150					
2002	5	7.9	USA	AK	"ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS"	63.517	-147.444	150		56			
2002	7	5.5	MEXICO		"MEXICO:  MEXICALI, BAJA CALIFORNIA"	32.319	-115.322	150					
2002	6	5.3	MEXICO		MEXICO:  ACAPULCO	16.87	-100.113	150					
2002	109	5.9	MEXICO		"MEXICO:  VERACRUZ:  SAN ANDRES TUXTLA, TUXTEPEC"	18.194	-95.908	150					
2002	10	6.5	PANAMA		"PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL"	7.929	-82.793	100				2	
2002	11	5.2	USA	NY	"NEW YORK:  CLINTON, ESSEX, AU SABLE FORKS"	44.513	-73.699	150					
2002	71	6.4	CHILE		"CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE"	-29.67	-71.384	160					
2002	62	6.6	CHILE		"CHILE:  COPIAPO, TALTAL"	-27.535	-70.586	160			34	1	575
2002	33	5.6	CHILE		"CHILE: NORTHERN: CUYA, HUARA, IQUIQUE, POZO ALMONTE"	-19.384	-69.231	160					
2002	22	6	ARGENTINA		"ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS"	-28.937	-66.797	160			40	1	40
2002	10	4.2	FRANCE		"FRANCE:  HENNEBONT, LANGUIDIC, LORIENT, TREMOREL"	47.832	-3.207	120					
2002	9	4.8	UK		"UNITED KINGDOM:  MANSFIELD, DUDLEY"	52.52	-2.15	120					
2002	17	4.8	GERMANY		"GERMANY:  AACHEN, COLOGNE, SPANGDAHLEM"	50.889	6.103	120					
2002	5	6	ITALY		ITALY:  SICILY:  PALERMO	38.381	13.701	130	2	500			
2002	10	5.7	ITALY		"ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO"	41.789	14.872	130	29	796			
2002	10	4.3	ITALY		ITALY:  SICILY:  SANTA VENERINA	37.67	15.267	130					
2002	10	5.7	GREECE		"GREECE:  MEGALOPOLIS, VARTHOLOMION"	37.747	21.087	130			8	1	100
2002	10	5.7	SERBIA		BALKANS NW:  KOSOVO; MACEDONIA:  N	42.436	21.466	130	1				
2002	11	6.2	CONGO		"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI"	-1.884	29.004	10	2			2	
2002	15	4.7	RWANDA		RWANDA:  GISENYI	-1.684	29.077	10			307		
2002	5	6.5	TURKEY		TURKEY:  AFYON	38.573	31.271	140	44				
2002	10	4.4	EGYPT		EGYPT:  CAIRO	30.2	31.41	15					44
2002	10	5.5	TANZANIA		TANZANIA:  BUNDA	-2.907	33.733	10	2		690	3	700
2002	10	4.3	GEORGIA		GEORGIA:  TBILISI	41.765	44.96	40	5				2400
2002	33	5.4	IRAN		IRAN:  WESTERN:  KERMANSHAH	34.642	47.4	140	2			4	
2002	33	5.2	IRAN		IRAN:  KERMANSHAH	34.594	47.454	140			3000	4	3000
2002	10	5.2	IRAN		"IRAN: KAK, RAZAN, SIZAN"	35.701	48.838	140					
2002	10	6.5	IRAN		IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU	35.626	49.047	140	261	300		4	
2002	10	5.6	IRAN		IRAN:  MASJED-E SOLEYMAN	31.995	49.329	140					
2002	33	5.4	IRAN		IRAN:  BAGHAN	28.093	51.755	140	1				
2002	8	6.1	AFGHANISTAN		"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN"	36.062	69.315	40	1000		1500	4	1500
2002	10	5.9	TAJIKISTAN		TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN	39.959	69.417	40	50		160	3	160
2002	91	5.5	AFGHANISTAN		AFGHANISTAN:  JALALABAD	35.704	69.868	40					
2002	33	5.3	TAJIKISTAN		TAJIKISTAN:  ROGHUN	38.673	69.902	40	3				209
2002	44	4.9	TAJIKISTAN		TAJIKISTAN:  ROGHUN	38.773	69.924	40					
2002	226	7.4	AFGHANISTAN		"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ"	36.502	70.482	40	166		300	3	300
2002	32	5.5	KYRGYZSTAN		KYRGYZSTAN	39.77	72.007	40					
2002	33	6.3	PAKISTAN		"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN"	35.414	74.515	60	19		100	2	100
2002	33	5.4	PAKISTAN		PAKISTAN:  GILGIT	35.517	74.654	60	11			3	
2002	10	5.7	CHINA		CHINA:  XINJIANG:  WUQIA	39.57	75.254	40				2	
2002	40	4.5	BANGLADESH		"BANGLADESH:  RANGPUR, THAKURGAON, ALMANAGAR"	25.842	88.932	60					
2002	21	6.5	INDIA		"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY"	13.036	93.068	60	2		40	1	
2002	30	7.3	INDONESIA		INDONESIA:  SUMATERA:  SIMEULUE	2.824	96.085	170	3				994
2002	22	5.5	CHINA		CHINA:  GANSU PROVINCE:  YUMNE	39.736	97.443	30	2		13380	4	
2002	33	5.3	CHINA		CHINA:  SICHUAN PROVINCE:  RULONG	30.916	99.927	30			8	1	8
2002	10	6.2	INDONESIA		INDONESIA:   SULAWESI:  TOJO	-1.196	121.333	170	48				200
2002	33	7.1	TAIWAN		TAIWAN:  TAIPEI	24.279	122.179	30	5		100	2	
2002	33	6.4	JAPAN		JAPAN:  RYUKYU ISLANDS	23.346	124.09	30					
2002	31	7.5	PHILIPPINES		PHILIPPINES:  MINDANAO	6.033	124.249	170	15	1.714			800
2002	10	6.4	INDONESIA		INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI	-1.68	134.234	170					31
2002	10	7.6	INDONESIA		"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI"	-1.757	134.297	170	8		1000	3	900
2002	11	6.7	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  AITAPE	-3.212	142.427	170	1		200	3	
2002	13	7.6	PAPUA NEW GUINEA		"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK"	-3.26	142.94	170	4			1	873
2002	86	7.1	USA TERRITORY	GU	GUAM	13.088	144.619	170					
2002	30	6.5	USA TERRITORY	MP	NORTHERN MARIANA ISLANDS:  SAIPAN	14.101	146.199	170					
2002	33	5.9	VANUATU		VANUATU ISLANDS: MERE LAVA ISLAND	-14.49	167.827	170					
2002	21	7.2	VANUATU		"VANUATU ISLANDS:  EFATE, PORT VILA"	-17.6	167.856	170					
2002	675	7.7	FIJI		FIJI ISLANDS	-23.884	178.495	170					
2003	8	6.6	USA	CA	"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO"	35.706	-121.102	150	2	300	40	1	
2003	1	5.2	USA	CA	CALIFORNIA:  BIG BEAR CITY	34.31	-116.848	150					
2003	24	7.5	MEXICO		"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO"	18.77	-104.104	150	29		2005	4	6615
2003	3	4	USA	KY	KENTUCKY:  BARDWELL	36.87	-88.98	150					
2003	20	4.6	USA	AL	"ALABAMA:  FORT PAYNE,GAYLESVILLE,VALLEY HEAD"	34.494	-85.629	150					
2003	33	6.5	PANAMA		PANAMA-COSTA RICA:  PUERTO ARMUELLES	8.416	-82.824	100	2				
2003	54	5.4	PANAMA		"PANAMA:  COLON, PANAMA CITY"	9.355	-79.941	100					
2003	33	6.8	CHILE		"CHILE:  OVALLE, COQUIMBO; ARGENTINA:  SAN JUAN"	-30.608	-71.637	160					
2003	10	4.5	DOMINICAN REPUBLIC		"DOMINICAN REPUBLIC:   MOCA, SANTIAGO"	19.761	-70.693	90					
2003	10	6.4	DOMINICAN REPUBLIC		"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO"	19.777	-70.673	90	3			3	
2003	10	7.6	ANTARCTICA		SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS	-60.532	-43.411	20					
2003	8	5.7	ALGERIA		"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA"	36.939	3.578	15	9			3	
2003	12	6.8	ALGERIA		"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA"	36.964	3.634	15	2266	5000	43000	4	43000
2003	10	5	FRANCE		"FRANCE:  BACCARAT, COLMAR, THANN; GERMANY:  EDIGEN"	48.342	6.57	120					
2003	6	4.7	GERMANY		GERMANY:  ALBSTADT	48.21	9	120					
2003	10	5.3	ITALY		"ITALY:  LOIANO, MONGHIDORO, MONZUNO"	44.329	11.45	130					10
2003	7	4.7	ITALY		"ITALY:  SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA"	43.883	11.96	130					
2003	10	6.3	GREECE		"GREECE:  LEFKADA, PREVEZA"	39.16	20.605	130					
2003	18	5.2	GREECE		"GREECE:  GONNOI, LARISA"	39.893	22.309	130					50
2003	10	5.7	TURKEY		"TURKEY:  IZMIR, SEFERIHISAR"	38.221	26.958	140				2	
2003	34	4.4	BULGARIA		BULGARIA: POVADIYA	43.083	27.486	110			10	1	10
2003	10	4.5	TURKEY		TURKEY:  WESTERN:  BULDAN	38.111	28.887	140					
2003	10	5.4	TURKEY		TURKEY:  WESTERN:  BULDAN	38.019	28.927	140			1	1	1
2003	10	6.1	TURKEY		"TURKEY:  SAGLAMTAS, PULUMUR"	39.5	39.878	140	1				
2003	10	6.4	TURKEY		TURKEY:  BINGOL	39.007	40.464	140	177		718	3	718
2003	33	5	IRAN		IRAN:  WESTERN:  MASJED-E- SOLEYMAN	31.953	49.209	140			2	1	2
2003	33	5.2	IRAN		"IRAN:  KAZERUN, NURABAD"	29.59	51.474	140			650	3	650
2003	10	5.8	IRAN		IRAN:  SOUTHERN: GAJJIABAD	28.355	54.169	140	1		3500	4	3500
2003	10	6.6	IRAN		"IRAN:  SOUTHEASTERN:  BAM, BARAVAT"	28.995	58.311	140	31000	32.7		4	
